Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"Agri-food global value chains (GVCs) are failing to provide healthy and affordable diets within planetary boundaries. Many cutting-edge technologies are being developed to address the sustainability challenges throughout agri-food GVCs. While several studies seek to analyze the impacts of specific innovations on socioeconomic and environmental dimensions, the relationship between industry structure and the process of technological change has not received much attention in the value chain literature. Here, we focus on the entrepreneurial landscape of innovation in agri-food GVCs to 1) identify which technologies have been receiving most support from investors and 2) analyze the corporate strategies of the largest agri-food multinational companies regarding their investments in new technologies. Using Crunchbase as our primary data source and machine learning for natural language processing, we have identified around 15,500 companies developing innovations linked to agri-food GVCs, from farming to last-mile delivery. However, our analyses show an imbalanced scene in which downstream technologies capture most investors’ interest. Then, we use these results to explore the direction of investments by dominant agri-food firms, where we identify three trends: upgrading strategies to improve their core activities, defensive strategies to control technologies competing with their core business, and corporate portfolio strategies to seize profit opportunities. © 2024 The Author(s)",14,10.1016/j.foodpol.2024.102684,"This paper investigates the entrepreneurial landscape of innovation in agri-food global value chains (GVCs) by analyzing investment trends in technologies and corporate strategies of major agri-food firms. It employs machine learning for natural language processing to analyze data on companies and their innovations, focusing on the impact of these technologies rather than the technologies themselves. It studies the drivers of AI adoption. Thus, it fits into Class A. Class: A",A,1794,85,stop,fp_0705bf87c0
"The article aims to evaluate – from the point of view of selected socio-economic aspects – the implementation of an innovative weed control technology into agricultural practice using laser energy targeted at reducing pesticide use. The achievement of the stated objective required an analysis of the research output concerning the problem of pesticide sustaina-bility in European Union agriculture and an analysis of EU policies in this field. The paper also utilises data obtained through research by conducting in-depth interviews with representatives of three stakeholder groups: farmers, society and business. The subject of the interviews was to assess the impact of large-scale dissemination of an innovative weed control technology on selected socio-economic aspects. The article is one of the first studies to assess the social impact of innovative technologies using artificial intelligence and laser technology for weed control in agriculture. The implementation of this technology can have a significant impact on running farms in a more sustainable way, but a prerequisite for its successful use is the inclusion of social and economic considerations. © 2024, Wydawnictwo Ekonomia i Srodowisko. All rights reserved.",14,10.34659/eis.2024.88.1.741,"This article evaluates the socio-economic aspects of implementing an innovative weed control technology that uses laser energy and AI to reduce pesticide use in agriculture. It analyzes the impact of this technology through interviews with stakeholders, focusing on its social implications rather than directly measuring AI's impact. Therefore, it uses AI but does not primarily analyze its impact. This places it in Class B. Class: B",B,1746,75,stop,fp_0705bf87c0
"The Agriculture 4.0 trend is moving manufacturing processes away from human resources and towards the world of machines. Smart technologies have become standard in production tools. Cloud services have allowed the processing of large amounts of data. The next step will be Agriculture 5.0, where robotics and artificial intelligence will be integrated. Today, data-driven business decisions have become a prerequisite for competitiveness. New technology can extract data, visualise relationships and use AI-based algorithms. That is why it is essential for education, mainly in agriculture. Agri-digitalisation could represent the most significant opportunity for the agricultural sector in the next decade, increasing the efficiency, profitability and competitiveness of production, and is expected to reduce environmental pressures, thus contributing to achieving the sustainable development goals of the European Union. This paper presents the role of digitalisation in agriculture and business and introduces the ‘Agricultural and Business Digitisation BSc Course’, combining professional knowledge. Copyright © 2024 Inderscience Enterprises Ltd.",14,10.1504/IJSAMI.2024.139725,"This paper discusses the transition towards digitalization in agriculture, emphasizing the integration of AI and robotics in future agricultural practices. It highlights the importance of education in this digital transformation but does not analyze the impact of AI itself. Instead, it focuses on the role of digital technologies in enhancing agricultural efficiency and competitiveness. Therefore, it uses AI rather than studying its impact. Class: B",B,1731,74,stop,fp_0705bf87c0
"In the era of digitalisation, most countries worldwide are well aware of the need to develop smart-green agriculture because the negative impacts of climate change are becoming increasingly apparent on a large-scale. The application of AI in agriculture supports automation and optimisation of production processes, helping farmers increase productivity and reduce production costs. AI also allows farmers to predict and avoid climate and disease risks. Therefore, this study investigates the role of perceived usefulness on farmers’ acceptance of AI systems through the interaction with personal attitude, personal innovativeness, green and lean practices, government support, and performance expectancy. This study conducted multiple analyses to test these proposed relationships. The results found that the interactions between perceived usefulness with personal attitude, personal innovativeness, government support, and performance expectancy enhance the farmers’ acceptance of AI systems. This study also contributes several implications to literature and practices based on these findings. Copyright © 2024 Inderscience Enterprises Ltd.",14,10.1504/IJSAMI.2024.139730,"This paper investigates the factors influencing farmers' acceptance of AI systems in agriculture, focusing on perceived usefulness and its interactions with various personal and external factors. It analyzes the drivers of AI adoption rather than using AI to solve a problem. Therefore, it studies the impact of AI adoption. This qualifies it for category A. Class: A",A,1719,65,stop,fp_0705bf87c0
"The research relevance is determined by the need to create a strategy for the development of innovative entrepreneurial structures in livestock farming, the application of which can significantly increase the economic return on farms. The study aims to develop a strategy for the development of progressive livestock farms. The following general scientific methods were used for the study: analysis, synthesis, deduction, induction, and generalisation. Among the innovations considered were various genetic studies to improve the animal genome (the amount of meat and milk, the efficiency of feed assimilation), as well as the selection of genetically healthy embryos for breeding; the use of modern technologies in livestock farming, such as Radio Frequency Identification, Augmented Reality, Convolutional Neural Networks and Global Positioning System; technologies aimed at automating animal feeding processes. Particular attention was paid to various livestock monitoring systems created using advanced algorithms. A strategy for the development of innovative livestock farms was also presented, with drones, CCTV cameras, mixed reality glasses and scanner gloves as the main elements. Other necessary elements included a drone control module and software. Relevant calculations to prove the feasibility of implementing this strategy and its financial potential were also carried out. Provided that 82 units of various equipment are used, with a total cost of $187,970, the strategy provides for a profit of $1,072,030, with a 3-year implementation period and a payback period of less than 6 months. The practical significance of the information obtained is that it can be considered by researchers to further study the specifics of implementing innovative projects in livestock production, as well as to further develop various strategies for agricultural modernisation in Kazakhstan. Copyright © The Author(s).",14,10.48077/scihor4.2024.189,"This research develops a strategy for innovative entrepreneurial structures in livestock farming, focusing on various technologies, including AI, to enhance economic returns. While it discusses the application of AI and other technologies, the primary focus is on developing a strategy rather than analyzing the impact of AI itself. Therefore, it fits into Class B. Class: B",B,1864,65,stop,fp_0705bf87c0
"Fuelled by the benefits of The Internet of Things (IoT), Artificial Intelligence (AI), big data and cloud computing, South Korean consumers demand more affordable, nutritious and healthier food options. With Samsung as the market leader in IoT, a mixed methodology, qualitative action-based approach was used to identify how Samsung may expand IoT services into South Korea’s industrial, agricultural sectors for efficiency and sustainability. Nonghyup’s representative of the South Korean Farmers’ Agricultural Association was surveyed, resulting in four IoT-based smart grid initiatives. It was found that despite Samsung’s strong brand recognition and high product utilisation and IoT’s ability to boost South Korean farming output efficiency, IoT use in South Korean agriculture is largely unknown. By merging AI and technological devices, Samsung may aid farmers to adapt its technology and build sustainability and consumers alike to enable individuals to grow food in their homes. The utilisation of IoT in farming can have broad applicability in a wide variety of international agricultural markets, providing a tool to combat food security issues. © 2024 Inderscience Enterprises Ltd.",14,10.1504/WREMSD.2024.138282,"This paper explores how Samsung can leverage IoT and AI to enhance efficiency and sustainability in South Korea's agricultural sector. It employs a mixed methodology to identify initiatives for IoT integration but does not focus on the impact of AI itself. Instead, it proposes the use of AI and IoT technologies to solve agricultural challenges. Therefore, it fits into Class B. Class: B",B,1749,74,stop,fp_0705bf87c0
"This study investigates the application of Artificial Neural Networks (ANN) in forecasting agricultural yields in Kazakhstan, highlighting its implications for economic management and policy-making. Utilizing data from the Bureau of National Statistics of the Republic of Kazakhstan (2000-2023), the research develops two ANN models using the Neural Net Fitting library in MATLAB. The first model predicts the total gross yield of main agricultural crops, while the second forecasts the share of individual crops, including cereals, oilseeds, potatoes, vegetables, melons, and sugar beets. The models demonstrate high accuracy, with the total gross yield model achieving an R-squared value of 0.98 and the individual crop model showing an R value of 0.99375. These results indicate a strong predictive capability, essential for practical agricultural and economic planning. The study extends previous research by incorporating a comprehensive range of climatic and agrochemical data, enhancing the precision of yield predictions. The findings have significant implications for Kazakhstan's economy. Accurate yield predictions can optimize agricultural planning, contribute to food security, and inform policy decisions. The successful application of ANN models showcases the potential of AI and machine learning in agriculture, suggesting a pathway towards more efficient, sustainable farming practices and improved quality management systems. © 2023, Polish Association for Knowledge Promotion. All rights reserved.",14,10.35784/acs-2023-39,"This paper investigates the use of Artificial Neural Networks (ANN) for forecasting agricultural yields in Kazakhstan, emphasizing its implications for economic management and policy-making. It analyzes the impact of AI on agricultural yield predictions, thus studying the effects of AI. This qualifies it for category A. Class: A",A,1797,57,stop,fp_0705bf87c0
"This paper analyzes the nonlinear effects in price transmission from international markets to the local rice market of Dakar (Senegal) focusing on asymmetries through threshold effects. We use recent machine learning methods (model-based recursive partitioning trees) to detect asymmetries in the price transmission mechanism. Using a model based recursive partitioning algorithm, we identify a threshold and confirm the asymmetry in the price transmission. Local retail prices are more sensitive to world price increases than to declines. Only 11.80% of positive deviations (international prices go down) are eliminated at the end of the subsequent month, while 39.50% of negative deviations (world prices go up) are eliminated after one month. These results highlight the role of transaction costs and the market power of commercial intermediaries in price transmission in the sense that margins are corrected more rapidly when they are squeezed relative to their long run level than when they are stretched. Our results are confirmed by the traditional Threshold Autoregressive (TAR) model. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",14,10.1080/00036846.2021.1989369,"This paper investigates the nonlinear effects and asymmetries in price transmission from international rice markets to the local market in Dakar, using machine learning methods to analyze the data. It employs AI techniques to understand market dynamics rather than studying the impact of AI itself. Therefore, it fits into Class B. Class: B",B,1754,61,stop,fp_0705bf87c0
"Current and proposed policies aim to leverage the Federal Crop Insurance Program (FCIP) to promote conservation practices. This study uses corn farm-level survey data to inform the effectiveness of targeting FCIP participants. We implement an unsupervised machine learning algorithm to assess what conservation practices are most common among participants. We find that farms that use crop insurance have higher adoption rates for practices that are generally profit-maximizing. We also calculate nitrogen balance, a yield-scaled measure of nitrogen fertilizer's potential environmental impact. We find a positive relationship between crop insurance and nitrogen balance closer to the optimum. © 2024 Agricultural and Applied Economics Association.",14,10.1002/aepp.13407,"This paper analyzes the effectiveness of the Federal Crop Insurance Program (FCIP) in promoting conservation practices among corn farms using survey data and unsupervised machine learning. It investigates the relationship between crop insurance participation and the adoption of profit-maximizing conservation practices, focusing on environmental impacts. It studies the impact of AI. This qualifies it for category A. Class: A",A,1661,73,stop,fp_0705bf87c0
"Much of the developed world has adopted substantial, complex agricultural subsidy schemes in an attempt to produce desired rural livelihood and environmental outcomes. Understanding how farmers adjust their production activity in response to farm subsidies is crucial for setting optimal agricultural policy. Whereas standard economic theory suggests that farmers largely adjust production levels in response to prices and marginal subsidy rates, recent work in consumer behavior suggests that average (dis-)incentives may play a relevant role. We use a unique panel covering all farms applying for subsidies in Norway and a flexible deep-learning method to exploit kinks in the subsidy scheme to answer whether farmers respond more to average or marginal subsidies. In contrast to the standard economic theory of production, we find suggestive empirical evidence that farmers respond more to changes in average payments than to changes in marginal payments. We anticipate that our findings on the relevance of average payment levels for farmers' decision making may inspire further theoretical and empirical inquiries into agricultural policy effects. The study also highlights how novel deep-learning tools can be applied for detailed policy analysis and what advantages and challenges come with it. We believe that this approach has substantial potential for analysts and policymakers to evaluate and predict the impacts of policy options. © 2023 The Authors. American Journal of Agricultural Economics published by Wiley Periodicals LLC on behalf of Agricultural & Applied Economics Association.",14,10.1111/ajae.12442,"This paper investigates how farmers in Norway respond to agricultural subsidies, specifically examining the influence of average versus marginal payments on production decisions. It employs a deep-learning method to analyze the data, focusing on the implications for agricultural policy rather than the direct impact of AI itself. It studies the impact of AI in analyzing policy effects. Thus, it fits into Class A. Class: A",A,1794,74,stop,fp_0705bf87c0
