Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"The technology of the Internet of Things (IoT) represents a cornerstone of the fourth industrial revolution. We adopt a machine learning approach to examine the effect of IoT technology on shipping business operations. Text mining and the probabilistic latent Dirichlet allocation are applied for an unsupervised topic modelling analysis of two hundred and twenty-eight academic papers. Our findings reveal the potential of IoT to provide more efficient approaches to business operations and improve the quality of services, highlighting the value of instant and secure information flow among all parties involved. Problematic areas of the new technology are also identified, in reference to issues of standardization and interoperability. Relatively few studies have used machine learning techniques to elicit insights into the holistic effect of emerging IoT technology in the shipping industry. The research findings highlight the potential of IoT technology to transform shipping operations, offering useful and practical implications to academics and professionals. © The Author(s) 2024.",0,10.1186/s41072-024-00177-w,"This paper examines the impact of Internet of Things (IoT) technology on shipping business operations using a machine learning approach, specifically through text mining and topic modeling of academic literature. The study focuses on the effects of IoT rather than AI itself. Class: B",B,1700,52,stop,fp_0705bf87c0
"The auto parts manufacturing sector faces multifaceted challenges ranging from production planning to sustainability imperatives, necessitating innovative solutions. This study presents an integrated data-driven approach tailored to address these challenges. Leveraging advanced AI techniques, including Convolutional and Recurrent Neural Networks optimized with the Moth-flame Optimization Algorithm (MFO), we accurately predict demand quantities for automotive components. Through empirical validation with Iranian auto parts manufacturers, our model achieves an impressive accuracy rate of over 90 %. Subsequently, Data Envelopment Analysis (DEA) evaluates suppliers not only based on demand quantities but also on their social, economic, and environmental impacts, with a resulting average efficiency score of 0.75. The Best-Worst Method (BWM) further refines supplier selection, leading to the identification of top-performing suppliers with an average score of 0.8. This comprehensive approach enables auto parts manufacturers to optimize production planning processes while aligning with sustainable development goals. The successful application of our model underscores the transformative potential of integrating business analytics and AI in the automotive industry towards sustainability. © 2024 Elsevier Ltd",0,10.1016/j.seps.2024.101908,This study presents a data-driven approach using advanced AI techniques to predict demand for automotive components and evaluates suppliers based on various impacts. It analyzes the impact of AI on production planning and sustainability in the auto parts manufacturing sector. Class: A,A,1730,46,stop,fp_0705bf87c0
"To achieve the global carbon neutrality goal by 2050, businesses are urged to take the lead in adopting sustainable practices. Recently, there has been a growing interest among both academics and practitioners in utilizing artificial intelligence (AI) for digital transformation. However, measuring the impact of digital transformation on achieving carbon neutrality goals is still in its infancy, particularly in the context of the semiconductor industry. Therefore, this study aims to explore the nexus between AI capabilities, digital transformation, and carbon neutrality in enhancing green supply chain performance. A partial least squares structural equation modeling, bootstrapping, and importance-performance map analysis were employed to test the proposed research model. The data was obtained through a structured questionnaire from 426 respondents from semiconductor firms in China. The results revealed that AI capabilities positively impact the digital transformation of Chinese semiconductor firms. Furthermore, the findings demonstrated that digitally transformed firms are better equipped to achieve carbon neutrality objectives. Lastly, the study found a positive correlation between carbon neutrality and the overall performance of green supply chains in semiconductor manufacturing firms. These results serve as a valuable resource for logistics and supply chain managers, providing insights into how AI capabilities can be harnessed to enhance the performance of green supply chains. © 2024",0,10.1016/j.ijpe.2024.109286,"This study explores the relationship between AI capabilities, digital transformation, and carbon neutrality in the semiconductor industry, using structural equation modeling to analyze data from 426 respondents. It measures the impact of AI on achieving carbon neutrality goals and enhancing green supply chain performance. The paper analyzes AI impacts. Class: A",A,1753,59,stop,fp_0705bf87c0
"Global carbon reduction drives the transformations of corporations, emphasizing carbon and environmental impact within supply chains. A critical challenge in risk management is converting unstructured data into quantifiable information, and ruining the conversion often leads to ineffective risk assessments. While artificial intelligence is increasingly used in supply chain risk management, previous studies seldom integrate text analysis for risk extraction and lack accurate risk assessment methods. This study pioneers an intelligent green supplier risk assessment system integrating natural language processing (NLP) and life cycle assessment (LCA) based on an analytic hierarchy process (AHP) framework. The proposed approach utilizes NLP keyword extraction to identify and assess risk and uses LCA to uncover environmental risks, minimizing negative impacts. The text classification model attains 81.7 % accuracy, ensuring a trustworthy risk assessment system. The proposed method could significantly improve risk analysis efficiency, foster sustainable procurement, and elevate enterprise competitiveness in sustainable business practices. © 2024 Elsevier B.V.",0,10.1016/j.resconrec.2024.107671,"This study develops an intelligent green supplier risk assessment system that integrates natural language processing (NLP) and life cycle assessment (LCA) to improve risk management in supply chains. It analyzes the impact of AI on risk assessment methods, focusing on the effectiveness of NLP in extracting and quantifying risks. The study analyzes AI impacts. Class: A",A,1700,68,stop,fp_0705bf87c0
"Despite the fact that artificial intelligence (AI) techniques are increasingly influencing economic and societal dynamics, certain aspects of AI's role in structural change, such as enhancing the resilience of supply chains, have not been thoroughly explored in academic research. Thus, we first identify thirteen variables that are influential in shaping the structural transformation of food supply chains. These variables are chosen based on the financial, technological, social, and organizational challenges to building resilience within the food supply chain. Then, we generate an interval-valued T-spherical fuzzy Combined Compromise Solution (CoCoSo)'B model to uncover the role of AI in the supply chain dynamics and structural change of the food sector. After that, we explore the role of AI in alleviating the factors in building resilience within the food supply chain through the generated decision model and expert interview. The result also reveals that the AI advantageAd2“Enhancing information sharing among nodes” (1.983) has the most potential to influence organizational adoption behavior. The outcomes of the present study can provide a new decision-support technique for uncovering the effects of AI on supply chain dynamics and structural change in the food sector. © 2024 The Author(s)",0,10.1016/j.strueco.2024.05.010,This paper examines the role of AI in enhancing the resilience of food supply chains by identifying key variables that influence structural transformation and employing a decision model to analyze AI's impact. The study analyzes the impact of AI on supply chain dynamics and organizational adoption behavior. Class: A,A,1749,53,stop,fp_0705bf87c0
"Airport operators have long known the importance of data collection. While many still struggle to utilise data in daily operations, best practice is emerging in the form of Connected Operations — a software-enabled approach whereby data is used proactively and flows through all operational areas. Manchester Airports Group (MAG) is committed to adopting this approach and is partnering with software company Copenhagen Optimization to help achieve its mission of operating the most intelligent airports in the world. The focus of the near two-year partnership has been the creation of an Airport Intelligence Platform. The platform is now reaching a level of maturity where, thanks to the effective use of artificial intelligence (AI) and algorithms, MAG’s airports can predict what will happen in their operations, and through the use of prescriptive analytics, understand how to react. The result is a shift from siloed, short-term reactions to connected, proactive scenario planning in pursuit of strategic goals. This paper outlines the vision of the Connected Airport, reflects on the authors’ shared experiences, the steps taken to make the vision a reality, and details the challenges experienced along the way. © 2024, Henry Stewart Publications. All rights reserved.",0,,"This paper discusses the implementation of a Connected Operations approach at Manchester Airports Group, focusing on the development of an Airport Intelligence Platform that utilizes AI and algorithms for predictive and prescriptive analytics in airport operations. The study analyzes the impact of AI on operational efficiency and strategic planning. Class: A",A,1739,56,stop,fp_0705bf87c0
"Artificial intelligence (AI)-based systems are normally data driven applications, where the model is trained to think on its own based on the external circumstances. The power of AI has reached every facet of business and common life and is even being largely explored to be adopted in life sciences and medical domains. It supports the human in decision-making through the cognitive utilities which arises out of self-learning capabilities of a model. With the exponential growth of data, supply chain management and analytics have attracted a large community of researchers to build intelligent systems which can lead to re-invention of data-driven decision systems powered by AI. Systems and literature of the past shows that AI-based technologies are promising in intelligent supply chain management (SCM) and building resilient SCMs. There is a gap in literature which addresses on the framework for decision support systems in SCM and application of AI methods for building a robust supply chain resilience (SCR) leading to more exploration on the topic. In this paper, a decision framework is proposed by incorporating fuzzy logic and recurrent neural networks (RNN) for disclosing the patterns of various AI-enabled techniques for SCRs. The proposed analysis involved data from leading literatures to determine the most adoptable and significant applications of AI in SCRs. The analysis shows that techniques such as fuzzy programing, network based algorithms, and genetic algorithms have large impact on building SCRs. The results help in decision-making by exhibiting an integrated framework which can help the AI practitioners for developing SCRs. © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2024.",0,10.1007/s43069-024-00313-z,"This paper proposes a decision framework that integrates fuzzy logic and recurrent neural networks to enhance supply chain resilience through AI-enabled techniques. It analyzes existing literature to identify significant AI applications in supply chain management, focusing on the impact of AI. Class: A",A,1823,48,stop,fp_0705bf87c0
"In an era where sustainability is paramount, this study presents a novel analytical framework that uses inverse data envelopment analysis (IDEA) and machine learning to optimize supplier performance in Apple's supply chain. We introduce the application of IDEA to recalibrate operational benchmarks, focusing on substantial CO2 reduction, and couple this with advanced predictive algorithms to proactively steer supplier practices toward Apple's sustainability targets. The study systematically simulates scenarios to achieve 30%–50% CO2 cuts, setting a precedent for environmental strategy integration. Beyond environmental metrics, our approach rigorously evaluates economic indicators such as earnings persistence and market recognition, providing a holistic view of supplier viability. The research employs machine learning, notably random forest and k-Nearest neighbors, to distill unbiased insights from historical data, ensuring precise, objective supplier assessments. Our findings offer a strategic blueprint for corporations and supply chain stakeholders aiming to embed sustainability into their operational ethos, supported by data-centric decision-making. These methodologies and insights contribute valuable perspectives to sustainable supply chain management and predictive analytics discourse. Finally, the study offers guidance on implementing CO2 reduction strategies and evaluating suppliers' economic performance, aligning with Sustainable Development Goals (SDGs) objectives. © 2024 Elsevier B.V.",0,10.1016/j.ijpe.2024.109203,"This study develops an analytical framework combining inverse data envelopment analysis and machine learning to optimize supplier performance in Apple's supply chain, focusing on CO2 reduction and economic indicators. It employs machine learning techniques to analyze data and provide insights, thus using AI rather than analyzing its impact. Class: B",B,1754,57,stop,fp_0705bf87c0
"Integrating emerging technologies, such as artificial intelligence, big data, and the Internet of Things (IoT) into education is known as Education 4.0, revolutionizing Higher Education Institutions (HEIs). This transformation goes beyond the classroom and impacts the entire system, including student enrolment and retention. By adopting Education 4.0, institutions can improve their curriculum, teaching methods, and overall learning outcomes while increasing operational efficiency. However, this shift presents challenges, such as the need for institutions to reskill their workforce to keep up with the rapidly evolving technological landscape. This study aims to examine the effects of Education 4.0 on HEIs and assess its impact. The study’s methodology examines the impact of Education 4.0 on HEIs through survey-based quantitative research. The study assesses the effectiveness of Education 4.0 in various areas, such as psychological readiness, innovative pedagogical approaches and engagement and motivation, digital literacy, and learning outcomes in teaching and learning. The study is unique in its focus on implementing Education 4.0 in HEIs. The methodology used in this study involved survey research design, and institutions were selected based on a random sampling technique. The data was collected among students, faculty, and administrators of HEIs in the southern region of Tamil Nadu, India, through a questionnaire and analyzed using descriptive statistics. The results indicate that Education 4.0 significantly improves many aspects of HEIs. However, the study’s limitations highlight the need for further research to address gaps and expand on these findings. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2024.",0,10.1007/978-981-97-0996-0_11,"This study examines the impact of Education 4.0, which integrates technologies like AI and IoT into higher education, on various aspects of Higher Education Institutions (HEIs). It employs survey-based quantitative research to assess improvements in curriculum, teaching methods, and learning outcomes. The study analyzes the impact of AI within the broader context of Education 4.0. Class: A",A,1841,75,stop,fp_0705bf87c0
"The accurate estimation of construction waste (CW) is vital for promoting sustainable construction practices. Traditional estimation approaches rely on manual calculations that consider factors such as floor area, building type, and other relevant parameters. Empirical equations are then employed to estimate the quantity of CW generated, but the accuracy of these strategies is typically low. However, machine learning (ML) algorithms have made significant breakthroughs in estimation accuracy, exceeding 90%. This paper investigates trained ML models that can be employed in CW estimation, using a Tabuk city, Saudi Arabia, as a case study. The models undergo rigorous validation and testing through a variety of evaluation metrics such as residuals, mean square error, root mean square error, and coefficient of determination (R2-score). The R2-score values, ranging from 0.88 to 0.98 for both the training and testing datasets, demonstrate that ML algorithm models can make reliable and accurate predictions of CW quantities. Furthermore, these results indicate that utilizing these algorithms can help in developing efficient techniques for managing CW, leading to reduced environmental, economic, and societal effects. The potential applications for these ML algorithms in the construction sector are extensive and mark a promising step forward in promoting sustainability and implementing effective waste management practices within the industry in Saudi Arabia and beyond. Graphical Abstract: (Figure presented.) © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024.",0,10.1007/s10098-024-02925-9,"This paper explores the use of machine learning algorithms for accurately estimating construction waste, highlighting their superior performance compared to traditional manual estimation methods. It employs a case study in Tabuk, Saudi Arabia, and validates the models using various evaluation metrics. The study analyzes the impact of AI. Class: A",A,1799,58,stop,fp_0705bf87c0
