Abstract,Topic,DOI,GPT_response,GPT_class,Input_tokens,Output_tokens,reason_stop,system_fingerprint
"This paper proposes the concept of artificial intelligence co-piloted auditing, emphasizing the collaborative potential of auditors and foundation models in the auditing domain. The paper discusses the future relationship and interactions of human auditors and AI, imagining an audit setup where auditors’ capabilities are enhanced through artificial intelligence across a variety of audit tasks. To exemplify the potential of this co-piloted audit paradigm, we illustrate a systematic fine-tuning approach to foundation models using Chain-of-Thought prompting. This study showcases how foundation models can work as collaborators flexibly with auditors, enabling the model to accurately identify transactions from instructions. This study provides a detailed description of the formulated prompt protocols and the corresponding responses generated by ChatGPT, ensuring reproducibility. We envision this work as an initial step towards the widespread implementation of co-piloted auditing, paving the way for more efficient, accurate, and insightful audit procedures. © 2024 Elsevier Inc.",12,10.1016/j.accinf.2024.100698,"This paper introduces the concept of artificial intelligence co-piloted auditing, highlighting the collaborative potential between human auditors and AI foundation models. It discusses a systematic approach to fine-tuning these models to enhance audit tasks, focusing on the practical implementation of AI in auditing processes. The emphasis is on developing a new auditing paradigm rather than analyzing the impact of AI, which classifies it in category B. Class: B",B,1880,81,stop,fp_0705bf87c0
"Leveraging ubiquitous digital data, advanced hardware, and sophisticated software, Big Data Analytics (BDA) enables unprecedented in-depth examination of business processes. This paper investigates how the Big 4 accounting firms promote their use of technology-enabled analytics in auditing practices on their official websites. We find that all the Big 4 market their audit analytics as offering operational insights that add value for clients. Historically, auditors have sought to share valuable perspectives gained during engagements beyond verifying that clients are in compliance with accounting principles. However, providing these value-adding insights is transitioning from a supplementary benefit to an essential selling point of audits. This behavior likely stems from BDA technology's inherent duality–facilitating regulatory compliance and business intelligence. Incorporating artificial intelligence into audit firms’ technological arsenal will further enhance their ability to deliver client-valued insights. These developments necessitate further research into how the BDA application impacts auditor independence. © 2024 Elsevier Inc.",12,10.1016/j.accinf.2024.100697,"This paper investigates how the Big 4 accounting firms promote their use of Big Data Analytics (BDA) in auditing practices through their official websites. It highlights the transition of audit analytics from a supplementary benefit to a key selling point, emphasizing the dual role of BDA in compliance and business intelligence, while suggesting further research on the impact of BDA on auditor independence. The focus on the implications of BDA in auditing qualifies this study for category A. Class: A",A,1885,93,stop,fp_0705bf87c0
"The present study aims to explore the factors influencing the utilization of Information audit in the context of Egypt and Jordan, with specific attention given to the role of artificial intelligence (AI). A sample of 443 respondents participated in the study, and data collection was carried out through a non-probability convenience and snowball sampling approach. The findings reveal that internal determinants are positively associated with the intention to adopt Information audit technologies, exhibiting a significant impact with a beta coefficient of +0.45 (P-value < 0.01), and the perceived benefits associated with their implementation. Moreover, the study underscores the critical influence of artificial intelligence, with dimensions such as cloud computing, data mining, and e-commerce enhancing the perceived advantages (β = 0.35, P-value < 0.01) and fostering the intent to use Information audit technologies (β = 0.22, P-value < 0.01). Additionally, there is a robust positive correlation between the intention to use Information audit technologies and their actual usage, where the presence of AI amplifies this association, indicated by a beta value of 0.48 (P-value < 0.01). This study significantly enriches the existing body of knowledge by delineating the determinants of Information audit usage, particularly within the Middle Eastern context, and highlights the pivotal role of artificial intelligence in shaping these dynamics. The study provides empirical evidence on the factors influencing the intention to use Information audit technologies, the perceived benefits associated with their usage, and the actual utilization of Information audit. Its originality lies in its focus on the underexplored Middle East region within the Information audit literature and its investigation of the influence of artificial intelligence on Information audit. The implications of this study are significant for practitioners, auditors, and policymakers operating within the Middle East region. The findings suggest that firms should allocate sufficient support and resources to encourage the adoption of Information audit technologies. Additionally, auditors need to have the necessary skills and knowledge to effectively use these technologies. Policymakers can use the study's findings to develop policies and regulations that promote the adoption of Information audit technologies. © 2024 The Authors",12,10.1016/j.joitmc.2024.100298,"This study investigates the factors influencing the adoption of Information audit technologies in Egypt and Jordan, emphasizing the role of AI in enhancing perceived benefits and usage intentions. It employs a quantitative approach with a sample of 443 respondents to analyze the internal determinants and the impact of AI on the adoption of these technologies. The focus on AI's influence on adoption qualifies this paper for category A. Class: A",A,2122,77,stop,fp_0705bf87c0
"In this study, we examine whether the use of artificial intelligence (AI) can reduce the effect of independence conflicts on audit firm liability. In two experiments, we manipulate (1) whether procedures are performed by a human auditor or with AI and (2) whether the audit firm was careful in maintaining the appearance of independence from the audit client. Results of both experiments indicate that the use of AI significantly reduces the impact of the appearance of independence conflicts on jurors' judgments of audit firm liability. When concerns relating to the appearance of independence conflicts are present, the use of AI helps maintain the perceived objectivity of the auditor, which results in jurors maintaining higher overall trust in the audit process. Our study contributes to literature on determinants of auditor litigation risk and how technological change that is likely to grow in prominence might affect audit firm liability. © 2024 Canadian Academic Accounting Association.",12,10.1111/1911-3846.12941,"This study investigates the impact of AI on reducing the effects of independence conflicts on audit firm liability through two experiments. It finds that AI enhances perceived objectivity and trust in the audit process, thereby influencing jurors' judgments regarding audit firm liability. The focus on AI's impact on legal outcomes and auditor trust qualifies this study for category A. Class: A",A,1871,70,stop,fp_0705bf87c0
"Purpose: This study aims to explore some perceptions related to the suggestion that external auditors will be replaced by audit technologies that use artificial intelligence (AI) tools to make audit judgements when performing the financial statement audits. Digital transformation is revitalising the technologies used by external auditors and their firms; thus, the authors seek to understand what challenges this creates for the auditing profession in Vietnam. Design/methodology/approach: Through the theoretical lens of new institutionalism theory, this study uses a qualitative approach involving 20 semi-structured interviews conducted with external auditors in Vietnam during 2022. This sample includes the global Big Four, global mid-tier and smaller local Vietnamese audit firms. Findings: The findings indicate that there is resistance or disagreement with the suggestion that in the future audit technologies using AI tools can replace humans (external auditors). The role of external auditors in the professional services sector will gradually be changed by audit technologies; however, external auditors are unlikely to be replaced by audit technologies that use AI tools based on the responses of the participants. Strict institutional rules that exist in Vietnam would prevent the replacement of (human) external auditors. In the future, external auditors may take on new roles as consultants, with unique skills in classifying and processing data for decision-making processes; however, they will not be completely replaced by technology in the audit space. Research limitations/implications: This study has limitations that it is based on the data collection from a single developing country, Vietnam; therefore, the generalisability of the findings is limited to Vietnam. Also, the authors sought insights into the future of external audits in Vietnam. Practical implications: This study highlights the changing role of auditors and institutions. Thus, policymakers, external auditors and auditees in other developing countries would find the findings helpful. Originality/value: This study provides new perspectives, particularly from local Vietnamese firms, about audit practices that emerge due to high-level technological advancements and then embed themselves into existing audit practices in an emerging economy. Prior studies tended to focus on the global Big Four firms, thus this study contributes by sharing the perceptions of the smaller practitioners also. © 2024, Emerald Publishing Limited.",12,10.1108/PAR-04-2023-0051,"This study explores perceptions regarding the potential replacement of external auditors by AI technologies in Vietnam, using qualitative interviews with auditors from various firms. It investigates the challenges posed by digital transformation and the evolving role of auditors, emphasizing that while AI will change auditing practices, it is unlikely to fully replace human auditors. The focus on perceptions and implications of AI adoption in auditing qualifies this study for category A. Class: A",A,2128,80,stop,fp_0705bf87c0
"Our research has shown that digital solutions have increased the efficiency of official audits carried out by the National Tax and Customs Administration (hereinafter Nemzeti Adó-és Vámhivatal, NAV), making it easier to compare tax authority and taxpayer data. A new way of thinking has been introduced at the NAV as a result of digitalisation solutions. The overall impact is positive, with synergies between NAV and taxpayers. Following the beginnings, we will look at the digital solutions of the present and map out the opportunities for development in the near future, using several research methods. What has NAV’s digitisation activity given us and what can it give us? Time, efficiency, smoother administration, more queries for taxpayers and their partners. A change of mindset, a changing audit methodology, permanent change. Transforming jobs, the possibility of using artificial intelligence. The focus of audits will remain on the examination of human activities, but the role of the human factor in audits will be reduced. © 2024, Corvinus University of Budapest. All rights reserved.",12,10.35551/PFQ_2024_1_5,"This research investigates the impact of digital solutions on the efficiency of audits conducted by the National Tax and Customs Administration (NAV) and explores the opportunities for future development. It highlights the positive synergies between the tax authority and taxpayers, emphasizing the role of AI in transforming audit methodologies and reducing the human factor in audits. The focus on the impact of digitalization and AI adoption qualifies this study for category A. Class: A",A,1909,83,stop,fp_0705bf87c0
"This study examines the role of artificial intelligence (AI) in the financial engineering of listed service companies in Nigeria. The study used a survey field alongside secondary data from the financial statements of the service companies listed in the Nigerian Exchange Group. Self-structured questionnaires were administered through online platforms. The respondents were drawn from the staff of the service companies having access to AI and among the strata of practicing auditors and accountants with a clear understanding and good knowledge of AI applications and capabilities in solving financial engineering-related issues. The study utilized 487 validated responses in total. The Cronbach Alpha test was performed to confirm the validity and reliability of the instrument. Using the Statistical Program for the Social Sciences (SPSS) program, descriptive and inferential statistics were used to evaluate the obtained data. The results demonstrated that AI had a significant effect on product engineering and process engineering. Also, AI had a significant effect on financial solution engineering and, lastly, on human efficiency and productivity engineering in listed service companies in Nigeria. Managers can use the research findings to brace AI in business transactions to provide creative financial solutions, increased productivity, and increased competitiveness in the sector of digital service delivery. © 2024 Conscientia Beam. All Rights Reserved.",12,10.18488/29.V11I1.3596,"This study investigates the impact of AI on financial engineering in listed service companies in Nigeria, utilizing a survey and secondary data from financial statements. It employs descriptive and inferential statistics to analyze the effects of AI on various aspects of financial engineering, indicating significant positive outcomes. The focus on measuring AI's impact on productivity and financial solutions qualifies this study for category A. Class: A",A,1938,74,stop,fp_0705bf87c0
"The integration of artificial intelligence (AI) into financial management processes within academic institutions has ushered in a transformative era. This research paper delves into the profound implications of AI-driven financial integration, emphasizing its significance in aligning academic financial service functions with greater cohesion and efficiency. The establishment of intelligent financial systems, underpinned by meticulous data management and AI capabilities, has redefined the landscape of financial management in colleges and universities. This study explores the intricate relationship between AI-driven financial integration and its impact on job responsibilities and financial positions. It uncovers gaps in existing research and formulates pertinent questions to deepen our understanding of the integration process between industry and finance in the intelligent era. The research revolves around constructing a three-level financial management intelligent system, encompassing fine management, cost-effective operations, and enhancing links in financial processes. The findings underscore the transformative potential of AI in streamlining financial operations, emphasizing its role in liberating financial personnel from routine tasks. This paradigm shift not only streamlines financial operations but also augments financial productivity, unlocking the full potential of financial management within academic institutions. Theoretical implications highlight the need for ongoing theoretical development to accommodate the evolving role of AI in financial ecosystems. Managerial implications advocate for the strategic adoption of AI-driven financial platforms, fostering a culture of creativity and strategic contributions. Proactive managerial involvement in AI adoption can yield substantial benefits, requiring a nuanced approach to organizational change management and continuous innovation. This research paper paves the way for a more intelligent and integrated future in academic financial management, with AI driving efficiency and adaptability. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",12,10.1007/s13132-024-01868-2,"This research paper investigates the implications of AI integration in financial management within academic institutions, focusing on its impact on efficiency and job responsibilities. It constructs a framework for intelligent financial systems and discusses the transformative potential of AI in streamlining operations and enhancing productivity. The study emphasizes the strategic adoption of AI, which aligns with category A as it analyzes the impact of AI on financial management processes. Class: A",A,2030,78,stop,fp_0705bf87c0
"The world of Industry 4.0 embraces the transformation that calls for strategic investments, cooperative partnerships, and a proactive approach to overcome obstacles to successfully transition to smarter, more connected, and more efficient in- dustrial ecosystems. The accounting and finance industry has benefited greatly from process modernization, which has resulted in a significant decrease in the use of the traditional system through the integration of digital technologies. The use of various artificial intelligence technologies such as expert systems for audit and taxation, intelligent agents for customer service, Natural Language Processing (NLP), Robotic Process Automation (RPA), Blockchain, data analytics, and machine learning for decision- making has been proposed to automate, streamline, and improve the efficiency of various tasks and processes in accounting and finance operations. The study specifically investigates how the incorporation of AI technologies affects the reliability & timeliness of financial & accounting processes. The paper also presents some use cases and AI applications relevant to this field.  © 2024 IEEE.",12,10.1109/ICETSIS61505.2024.10459526,"This paper investigates the impact of various AI technologies on the reliability and timeliness of financial and accounting processes within the context of Industry 4.0. It discusses the integration of AI in modernizing accounting practices and presents use cases, focusing on the implications of AI adoption in the industry, which qualifies it for category A. Class: A",A,1891,67,stop,fp_0705bf87c0
"Due to the continually evolving nature of International Financial Reporting Standards (IFRS) and the technology itself, this paper analyzes the ability for companies to leverage artificial intelligence (AI) into complying with the international financial reporting standards (IFRS). The purpose of this research is to demonstrate the gap in existing literature pertaining to the intersection of financial reporting and artificial intelligence, while also showcasing the innovative methods that companies have developed to facilitate accurate and efficient preparation of financial reporting disclosures. This paper seeks to answer the questions related to (1) the considerations for incorporating AI into a company's financial reporting disclosures and (2) Which International Financial Reporting Standards may indeed be facilitated by artificial intelligence. The results of the study indicate that many companies are still in the early stages of integrating artificial intelligence into IFRS, and ongoing development is necessary to ensure the effectiveness and efficiency of financial reporting disclosures. The tools utilized by companies are relatively new and continue to evolve, propelled by the widespread recognition of AI applications across the globe. Nevertheless, uncertainty remains regarding the reliability and appropriateness of using artificial intelligence, considering the privacy and security challenges that accounting companies face. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",12,10.1007/978-3-031-50208-8_18,"This paper analyzes how companies can leverage AI to comply with International Financial Reporting Standards (IFRS) and identifies gaps in the existing literature on this intersection. It explores considerations for incorporating AI into financial reporting and assesses the current state of AI integration in IFRS compliance, focusing on its impact and adoption, which qualifies it for category A. Class: A",A,1934,69,stop,fp_0705bf87c0
